threshold,tp,tn,fp,fn,tpr,fpr
0.42,75,298,2,225,0.25,0.00666666666667
0.43,76,298,2,224,0.253333333333,0.00666666666667
0.44,81,297,3,219,0.27,0.01
0.45,87,297,3,213,0.29,0.01
0.46,89,297,3,211,0.296666666667,0.01
0.47000000000000003,93,297,3,207,0.31,0.01
0.48,96,297,3,204,0.32,0.01
0.49,101,297,3,199,0.336666666667,0.01
0.5,107,297,3,193,0.356666666667,0.01
0.51,109,297,3,191,0.363333333333,0.01
0.52,113,296,4,187,0.376666666667,0.0133333333333
0.53,117,296,4,183,0.39,0.0133333333333
0.54,119,296,4,181,0.396666666667,0.0133333333333
0.55,121,296,4,179,0.403333333333,0.0133333333333
0.56,127,296,4,173,0.423333333333,0.0133333333333
0.5700000000000001,131,294,6,169,0.436666666667,0.02
0.58,137,294,6,163,0.456666666667,0.02
0.59,140,293,7,160,0.466666666667,0.0233333333333
0.6,144,293,7,156,0.48,0.0233333333333
0.61,145,292,8,155,0.483333333333,0.0266666666667
0.62,149,292,8,151,0.496666666667,0.0266666666667
0.63,155,291,9,145,0.516666666667,0.03
0.64,161,291,9,139,0.536666666667,0.03
0.65,165,290,10,135,0.55,0.0333333333333
0.66,168,289,11,132,0.56,0.0366666666667
0.67,173,289,11,127,0.576666666667,0.0366666666667
0.68,178,286,14,122,0.593333333333,0.0466666666667
0.6900000000000001,182,285,15,118,0.606666666667,0.05
0.7000000000000001,183,284,16,117,0.61,0.0533333333333
0.71,187,283,17,113,0.623333333333,0.0566666666667
0.72,188,281,19,112,0.626666666667,0.0633333333333
0.73,189,280,20,111,0.63,0.0666666666667
0.74,190,280,20,110,0.633333333333,0.0666666666667
0.75,193,277,23,107,0.643333333333,0.0766666666667
0.76,197,277,23,103,0.656666666667,0.0766666666667
0.77,200,275,25,100,0.666666666667,0.0833333333333
0.78,202,275,25,98,0.673333333333,0.0833333333333
0.79,203,275,25,97,0.676666666667,0.0833333333333
0.8,204,274,26,96,0.68,0.0866666666667
0.81,207,272,28,93,0.69,0.0933333333333
0.8200000000000001,210,270,30,90,0.7,0.1
0.8300000000000001,214,270,30,86,0.713333333333,0.1
0.84,218,270,30,82,0.726666666667,0.1
0.85,223,270,30,77,0.743333333333,0.1
0.86,226,270,30,74,0.753333333333,0.1
0.87,228,269,31,72,0.76,0.103333333333
0.88,229,266,34,71,0.763333333333,0.113333333333
0.89,229,264,36,71,0.763333333333,0.12
0.9,233,262,38,67,0.776666666667,0.126666666667
0.91,233,262,38,67,0.776666666667,0.126666666667
0.92,236,259,41,64,0.786666666667,0.136666666667
0.93,238,259,41,62,0.793333333333,0.136666666667
0.9400000000000001,238,258,42,62,0.793333333333,0.14
0.9500000000000001,239,255,45,61,0.796666666667,0.15
0.96,242,255,45,58,0.806666666667,0.15
0.97,242,254,46,58,0.806666666667,0.153333333333
0.98,244,251,49,56,0.813333333333,0.163333333333
0.99,244,251,49,56,0.813333333333,0.163333333333
1.0,245,250,50,55,0.816666666667,0.166666666667
1.01,246,248,52,54,0.82,0.173333333333
1.02,247,246,54,53,0.823333333333,0.18
1.03,248,243,57,52,0.826666666667,0.19
1.04,251,242,58,49,0.836666666667,0.193333333333
1.05,252,240,60,48,0.84,0.2
1.06,253,238,62,47,0.843333333333,0.206666666667
1.07,255,237,63,45,0.85,0.21
1.08,255,235,65,45,0.85,0.216666666667
1.09,256,234,66,44,0.853333333333,0.22
1.1,259,233,67,41,0.863333333333,0.223333333333
1.11,261,233,67,39,0.87,0.223333333333
1.12,261,230,70,39,0.87,0.233333333333
1.1300000000000001,262,226,74,38,0.873333333333,0.246666666667
1.1400000000000001,263,224,76,37,0.876666666667,0.253333333333
1.1500000000000001,264,220,80,36,0.88,0.266666666667
1.16,266,218,82,34,0.886666666667,0.273333333333
1.17,270,216,84,30,0.9,0.28
1.18,271,214,86,29,0.903333333333,0.286666666667
1.19,274,214,86,26,0.913333333333,0.286666666667
1.2,275,212,88,25,0.916666666667,0.293333333333
1.21,276,212,88,24,0.92,0.293333333333
1.22,276,209,91,24,0.92,0.303333333333
1.23,278,209,91,22,0.926666666667,0.303333333333
1.24,278,206,94,22,0.926666666667,0.313333333333
1.25,279,206,94,21,0.93,0.313333333333
1.26,279,206,94,21,0.93,0.313333333333
1.27,279,202,98,21,0.93,0.326666666667
1.28,280,199,101,20,0.933333333333,0.336666666667
1.29,281,199,101,19,0.936666666667,0.336666666667
1.3,281,196,104,19,0.936666666667,0.346666666667
1.31,283,193,107,17,0.943333333333,0.356666666667
1.32,286,191,109,14,0.953333333333,0.363333333333
1.33,286,188,112,14,0.953333333333,0.373333333333
1.34,288,185,115,12,0.96,0.383333333333
1.35,288,184,116,12,0.96,0.386666666667
1.36,288,183,117,12,0.96,0.39
1.37,288,182,118,12,0.96,0.393333333333
1.3800000000000001,288,180,120,12,0.96,0.4
1.3900000000000001,288,180,120,12,0.96,0.4
1.4000000000000001,288,178,122,12,0.96,0.406666666667
1.41,288,177,123,12,0.96,0.41
1.42,289,174,126,11,0.963333333333,0.42
1.43,289,169,131,11,0.963333333333,0.436666666667
1.44,290,168,132,10,0.966666666667,0.44
1.45,290,167,133,10,0.966666666667,0.443333333333
1.46,290,167,133,10,0.966666666667,0.443333333333
1.47,290,165,135,10,0.966666666667,0.45
1.48,290,164,136,10,0.966666666667,0.453333333333
1.49,290,162,138,10,0.966666666667,0.46
1.5,291,161,139,9,0.97,0.463333333333
1.51,291,161,139,9,0.97,0.463333333333
1.52,291,159,141,9,0.97,0.47
1.53,292,154,146,8,0.973333333333,0.486666666667
1.54,293,150,150,7,0.976666666667,0.5
1.55,293,149,151,7,0.976666666667,0.503333333333
1.56,293,147,153,7,0.976666666667,0.51
1.57,293,145,155,7,0.976666666667,0.516666666667
1.58,293,139,161,7,0.976666666667,0.536666666667
1.59,293,138,162,7,0.976666666667,0.54
1.6,293,134,166,7,0.976666666667,0.553333333333
1.61,294,132,168,6,0.98,0.56
1.62,295,129,171,5,0.983333333333,0.57
1.6300000000000001,295,124,176,5,0.983333333333,0.586666666667
1.6400000000000001,295,124,176,5,0.983333333333,0.586666666667
1.6500000000000001,295,122,178,5,0.983333333333,0.593333333333
1.6600000000000001,295,120,180,5,0.983333333333,0.6
1.67,296,117,183,4,0.986666666667,0.61
1.68,296,115,185,4,0.986666666667,0.616666666667
1.69,296,114,186,4,0.986666666667,0.62
1.7,296,113,187,4,0.986666666667,0.623333333333
1.71,296,110,190,4,0.986666666667,0.633333333333
1.72,296,108,192,4,0.986666666667,0.64
1.73,296,108,192,4,0.986666666667,0.64
1.74,296,105,195,4,0.986666666667,0.65
1.75,296,103,197,4,0.986666666667,0.656666666667
1.76,296,99,201,4,0.986666666667,0.67
1.77,297,98,202,3,0.99,0.673333333333
1.78,297,95,205,3,0.99,0.683333333333
1.79,297,91,209,3,0.99,0.696666666667
1.8,297,91,209,3,0.99,0.696666666667
1.81,297,87,213,3,0.99,0.71
1.82,297,84,216,3,0.99,0.72
1.83,297,83,217,3,0.99,0.723333333333
1.84,297,78,222,3,0.99,0.74
1.85,298,78,222,2,0.993333333333,0.74
1.86,298,78,222,2,0.993333333333,0.74
1.87,298,77,223,2,0.993333333333,0.743333333333
1.8800000000000001,299,77,223,1,0.996666666667,0.743333333333
1.8900000000000001,299,75,225,1,0.996666666667,0.75
1.9000000000000001,299,75,225,1,0.996666666667,0.75
1.9100000000000001,299,73,227,1,0.996666666667,0.756666666667
1.92,300,72,228,0,1.0,0.76
1.93,300,70,230,0,1.0,0.766666666667
1.94,300,68,232,0,1.0,0.773333333333
1.95,300,67,233,0,1.0,0.776666666667
1.96,300,64,236,0,1.0,0.786666666667
1.97,300,64,236,0,1.0,0.786666666667
1.98,300,62,238,0,1.0,0.793333333333
1.99,300,62,238,0,1.0,0.793333333333
2.0,300,59,241,0,1.0,0.803333333333
2.0100000000000002,300,56,244,0,1.0,0.813333333333
2.02,300,54,246,0,1.0,0.82
2.0300000000000002,300,52,248,0,1.0,0.826666666667
2.04,300,52,248,0,1.0,0.826666666667
2.05,300,51,249,0,1.0,0.83
2.06,300,48,252,0,1.0,0.84
2.07,300,48,252,0,1.0,0.84
2.08,300,47,253,0,1.0,0.843333333333
2.09,300,45,255,0,1.0,0.85
2.1,300,43,257,0,1.0,0.856666666667
2.11,300,41,259,0,1.0,0.863333333333
2.12,300,39,261,0,1.0,0.87
2.13,300,35,265,0,1.0,0.883333333333
2.14,300,34,266,0,1.0,0.886666666667
2.15,300,32,268,0,1.0,0.893333333333
2.16,300,32,268,0,1.0,0.893333333333
2.17,300,29,271,0,1.0,0.903333333333
2.18,300,28,272,0,1.0,0.906666666667
2.19,300,28,272,0,1.0,0.906666666667
2.2,300,26,274,0,1.0,0.913333333333
2.21,300,26,274,0,1.0,0.913333333333
2.22,300,26,274,0,1.0,0.913333333333
2.23,300,25,275,0,1.0,0.916666666667
2.24,300,24,276,0,1.0,0.92
2.25,300,23,277,0,1.0,0.923333333333
2.2600000000000002,300,23,277,0,1.0,0.923333333333
2.27,300,23,277,0,1.0,0.923333333333
2.2800000000000002,300,23,277,0,1.0,0.923333333333
2.29,300,23,277,0,1.0,0.923333333333
2.3000000000000003,300,22,278,0,1.0,0.926666666667
2.31,300,21,279,0,1.0,0.93
2.32,300,20,280,0,1.0,0.933333333333
2.33,300,18,282,0,1.0,0.94
2.34,300,18,282,0,1.0,0.94
2.35,300,17,283,0,1.0,0.943333333333
2.36,300,16,284,0,1.0,0.946666666667
2.37,300,16,284,0,1.0,0.946666666667
2.38,300,16,284,0,1.0,0.946666666667
2.39,300,13,287,0,1.0,0.956666666667
2.4,300,13,287,0,1.0,0.956666666667
2.41,300,13,287,0,1.0,0.956666666667
2.42,300,13,287,0,1.0,0.956666666667
2.43,300,13,287,0,1.0,0.956666666667
2.44,300,10,290,0,1.0,0.966666666667
2.45,300,10,290,0,1.0,0.966666666667
2.46,300,10,290,0,1.0,0.966666666667
2.47,300,10,290,0,1.0,0.966666666667
2.48,300,10,290,0,1.0,0.966666666667
2.49,300,10,290,0,1.0,0.966666666667
2.5,300,10,290,0,1.0,0.966666666667
2.5100000000000002,300,9,291,0,1.0,0.97
2.52,300,9,291,0,1.0,0.97
2.5300000000000002,300,8,292,0,1.0,0.973333333333
2.54,300,7,293,0,1.0,0.976666666667
2.5500000000000003,300,7,293,0,1.0,0.976666666667
2.56,300,6,294,0,1.0,0.98
2.57,300,6,294,0,1.0,0.98
2.58,300,6,294,0,1.0,0.98
2.59,300,6,294,0,1.0,0.98
2.6,300,6,294,0,1.0,0.98
2.61,300,6,294,0,1.0,0.98
2.62,300,6,294,0,1.0,0.98
2.63,300,6,294,0,1.0,0.98
2.64,300,5,295,0,1.0,0.983333333333
2.65,300,5,295,0,1.0,0.983333333333
2.66,300,5,295,0,1.0,0.983333333333
2.67,300,4,296,0,1.0,0.986666666667
2.68,300,4,296,0,1.0,0.986666666667
2.69,300,4,296,0,1.0,0.986666666667
2.7,300,3,297,0,1.0,0.99
2.71,300,3,297,0,1.0,0.99
2.72,300,3,297,0,1.0,0.99
2.73,300,3,297,0,1.0,0.99
2.74,300,3,297,0,1.0,0.99
2.75,300,3,297,0,1.0,0.99
2.7600000000000002,300,2,298,0,1.0,0.993333333333
2.77,300,2,298,0,1.0,0.993333333333
2.7800000000000002,300,2,298,0,1.0,0.993333333333
2.79,300,2,298,0,1.0,0.993333333333
2.8000000000000003,300,2,298,0,1.0,0.993333333333
2.81,300,2,298,0,1.0,0.993333333333
2.82,300,2,298,0,1.0,0.993333333333
2.83,300,2,298,0,1.0,0.993333333333
2.84,300,2,298,0,1.0,0.993333333333
2.85,300,1,299,0,1.0,0.996666666667
2.86,300,1,299,0,1.0,0.996666666667
2.87,300,1,299,0,1.0,0.996666666667
2.88,300,1,299,0,1.0,0.996666666667
2.89,300,1,299,0,1.0,0.996666666667
2.9,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
